movimiento_id,buque_id,matricula,radar_id,muelle,tipo_carga,origen,fecha_ingreso,hora_ingreso,fecha_egreso,hora_egreso,tonelaje_declarado,velocidad_ingreso,velocidad_maxima_muelle,estado_despacho
MOV-00626,B-020,,R-02,MUELLE-E,SOJA,ROTTERDAM,2023-10-08,23:50,2023-10-10,07:15 AM,4891.53,12.7,15,EN_REVISION
MOV-00627,B-036,@#$%,R-07,MUELLE-C,HARINA,ROTTERDAM,2022-07-10,9:56,2022-07-11,9:09,3729.28,14.3,15,RECHAZADO
MOV-00628,B-030,CMA-LITORAL,R-02,MUELLE-A,ACEITE,MONTEVIDEO,2022-01-29,18:29,2022-01-29,1:42 AM,5138.88,14.0,15,RECHAZADO
MOV-00629,B-027,MAERSK-PAMPAS,R-04,MUELLE-C,ACEITE,VALPARAISO,2024-05-27,2:50,2024-05-28,12:26 PM,4969.82,9.4,12,EN_REVISION
MOV-00630,B-036,HAPAG-RIO,R-03,MUELLE-B,GRANOS,SHANGHAI,2021-03-23,18:42,2021-03-26,11:30 AM,6331.02,15.5,15,RECHAZADO
MOV-00631,B-023,ONE-PARANA,R-05,muelle  f!!,CONTENEDORES,SHANGHAI,2020-03-17,7:00,2020-03-17,3:45 AM,3430.69,12.7,10,EN_REVISION
MOV-00632,B-023,ONE-PLATA,R-07,MUELLE-B,ACEITE,SHANGHAI,2024-07-09,2:59,2024-07-10,sin dato,6488.59,11.1,12,RECHAZADO
MOV-00633,B-009,EVER-GLORY,R-04,muelle  b!!,HARINA,HAMBURG,2020-08-08,0:19,2020-08-09,7:52,5500.19,14.8,15,EN_REVISION
MOV-00634,B-038,EVER-GLORY,R-03,MUELLE-F,SOJA,HAMBURG,2021-01-20,1:19,2021-01-21,9:41,5336.11,11.3,12,RECHAZADO
MOV-00635,B-009,ONE-PLATA,R-03,MUELLE-E,TRIGO,SANTA FE,2020-08-08,6:13,2020-08-08,4:51,-806.08,12.3,15,PENDIENTE
MOV-00636,B-004,,R-05,MUELLE-F,ACEITE,SAO PAULO,2024-02-13,18:35,15-02-2024,12:33 AM,7287.75,15.1,10,DESPACHADO
MOV-00637,B-011,HAPAG-RIO,R-03,MUELLE-C,GRANOS,SHANGHAI,2024-08-29,8:42,2024-08-31,4:31,2712.13,14.3,12,DESPACHADO
MOV-00638,B-029,CMA-ROSARIO,R-08,MUELLE-F,MAIZ,SHANGHAI,2024-07-01,18:50,2024-07-03,17:21,5446.59,14.4,10,DESPACHADO
MOV-00639,B-033,EVER-GLORY,R-04,MUELLE-F,ACEITE,ROTTERDAM,32/13/2021,1:55,2022-07-21,01:29 PM,3777.78,6.5,10,DESPACHADO
MOV-00640,B-025,PIL-SANTA,R-04,MUELLE-B,MINERALES,MONTEVIDEO,2020-10-22,3:24,2020-10-23,5:37 PM,7345.88,12.8,10,PENDIENTE
MOV-00641,B-034,HAPAG-SUR,R-06,MUELLE-A,HARINA,HAMBURG,2023-06-11,21:24,2023-06-14,13:30,5057.99,11.6,12,DESPACHADO
MOV-00642,B-032,HAPAG-SUR,R-06,MUELLE-B,MAIZ,SHANGHAI,2021-12-16,17:05,2021-12-17,12:52 PM,5488.82,12.1,12,PENDIENTE
MOV-00643,B-028,ZIM-DELTA,R-08,MUELLE-F,MAIZ,ROTTERDAM,2024-04-13,5:02,2024-04-15,,5890.49,7.7,15,PENDIENTE
MOV-00644,B-006,,R-03,MUELLE-A,MAIZ,BUENOS AIRES,2023-12-27,AB:CD,2023-12-28,____,4992.63,8.4,10,EN_REVISION
MOV-00645,B-012,PIL-OESTE,R-08,MUELLE-D,MINERALES,SAO PAULO,2023-07-30,12:18,2023-08-01,22:18,2942.09,11.3,12,EN_REVISION
MOV-00646,B-035,one parana!!,R-02,MUELLE-C,MINERALES,BUENOS AIRES,2024-08-17,13:37,2024-08-19,16:38,3369.33,12.7,10,DESPACHADO
MOV-00647,B-011,ZIM-NORTE,R-06,MUELLE-B,CONTENEDORES,SAO PAULO,2024-07-16,5:17,00/00/0000,03:01 PM,6695.84,12.1,12,DESPACHADO
MOV-00648,B-028,ZIM-DELTA,R-04,MUELLE-B,TRIGO,ROTTERDAM,2020-06-19,16:21,2020-06-20,09:31 PM,5305.29,15.4,15,PENDIENTE
MOV-00649,B-039,CMA-ROSARIO,R-02,MUELLE-F,TRIGO,SHANGHAI,2022-12-18,15:20,2022-12-18,66:27:00,3423.65,13.0,10,PENDIENTE
MOV-00650,B-039,CMA-LITORAL,R-07,MUELLE-A,MINERALES,BUENOS AIRES,2023-08-10,7:34,00/00/0000,10:23,6228.3,11.4,15,EN_REVISION
MOV-00651,B-020,YANG-ESTE,,MUELLE-C,ACEITE,SAO PAULO,2024-04-13,14:47,2024-04-15,18:42,4197.53,,10,EN_REVISION
MOV-00652,B-032,PIL-SANTA,R-06,MUELLE-F,HARINA,ROTTERDAM,2024-06-30,16:54,2024-07-02,21:49,6274.3,13.6,15,EN_REVISION
MOV-00653,B-033,COSCO-TIGRE,R-01,MUELLE-C,MAIZ,BUENOS AIRES,2020-03-21,12:25,23-03-2020,22:52,5338.36,13.4,12,DESPACHADO
MOV-00654,B-035,ZIM-NORTE,R-04,MUELLE-E,MINERALES,VALPARAISO,2020-01-30,4:59,2020-02-01,5:28,,11.0,10,DESPACHADO
MOV-00655,B-037,ONE-PARANA,R-08,MUELLE-E,HARINA,ROTTERDAM,2024-01-16,0:41,2024-01-16,07:29 AM,3714.72,10.5,12,RECHAZADO
MOV-00656,B-018,,R-07,MUELLE-E,CONTENEDORES,SHANGHAI,2024-05-31,4:07,2024-06-02,2:36,4894.15,12.8,10,PENDIENTE
MOV-00657,B-031,COSCO-TIGRE,R-05,MUELLE-E,HARINA,SHANGHAI,2020-12-15,3:54,2020-12-16,20:53,3668.27,109.9,12,EN_REVISION
MOV-00658,B-031,ZIM-DELTA,R-03,MUELLE-F,MINERALES,HAMBURG,2023-01-22,23:15,2023-01-24,20:02,4148.82,13.1,15,PENDIENTE
MOV-00659,B-004,ONE-PLATA,R-01,MUELLE-C,HARINA,BUENOS AIRES,2021-04-16,11:40,2021-04-17,10:18,4025.69,12.8,12,EN_REVISION
MOV-00660,B-022,ZIM-DELTA,,MUELLE-E,GRANOS,SAO PAULO,2024-11-24,2:44,2024-11-25,19:46,5595.41,13.5,10,PENDIENTE
MOV-00661,B-021,COSCO-STAR,R-06,MUELLE-B,SOJA,HAMBURG,2021-11-01,23:14,2021-11-04,19:17,3097.93,15.1,10,EN_REVISION
MOV-00662,B-020,ZIM-DELTA,R-04,MUELLE-D,MAIZ,VALPARAISO,2020-04-17,19:37,2020-04-18,7:54,4123.79,9.7,12,RECHAZADO
MOV-00663,B-019,COSCO-TIGRE,R-05,MUELLE-F,HARINA,HAMBURG,2024-08-14,15:21,2024-08-16,1:02,3575.34,13.5,12,EN_REVISION
MOV-00664,B-039,CMA-LITORAL,R-02,MUELLE-D,GRANOS,SHANGHAI,2024-07-18,3:50,2024-07-19,03:35 PM,5809.08,10.8,12,EN_REVISION
MOV-00665,B-032,ZIM-NORTE,R-02,MUELLE-C,ACEITE,SANTA FE,2023-03-19,20:54,2023-03-20,9:40,4873.57,7.9,15,DESPACHADO
MOV-00666,B-001,MSC-ALPHA,R-04,MUELLE-B,CONTENEDORES,SANTA FE,2020-06-12,0:15,2020-06-15,43:17:00,5642.65,13.5,15,DESPACHADO
MOV-00667,B-009,YANG-MING,R-04,MUELLE-F,MINERALES,SAO PAULO,2024-06-16,16:31,2024-06-17,9:07,5996.63,13.2,15,RECHAZADO
MOV-00668,B-028,COSCO-STAR,R-06,MUELLE-F,HARINA,HAMBURG,2024-08-07,12:15,2024-08-10,12:09 AM,5928.52,,12,PENDIENTE
MOV-00669,B-025,MAERSK-PAMPAS,R-01,MUELLE-C,TRIGO,VALPARAISO,2021-06-09,2:52,2021-06-11,12:40 PM,,11.6,12,PENDIENTE
MOV-00670,B-001,CMA-ROSARIO,R-08,muelle  b!!,GRANOS,VALPARAISO,2024-10-21,16:55,2024-10-22,0:41,4182.22,12.2,10,PENDIENTE
MOV-00671,B-001,pil oeste!!,R-03,MUELLE-B,HARINA,HAMBURG,2020-08-17,22:15,2020-08-19,14:58,6387.27,8.4,12,EN_REVISION
MOV-00672,B-003,,R-05,muelle  b!!,SOJA,HAMBURG,2022-01-05,16:14,00/00/0000,12:14 AM,3760.95,11.0,15,PENDIENTE
MOV-00673,B-026,CMA-ROSARIO,R-06,MUELLE-C,MAIZ,SANTA FE,2020-06-23,30:44:00,2020-06-25,2:22,7118.7,14.4,10,EN_REVISION
MOV-00674,B-040,YANG-MING,R-02,MUELLE-F,MAIZ,MONTEVIDEO,2024-02-04,23:35,2024-02-07,11:34 AM,3707.58,179.9,15,EN_REVISION
MOV-00675,B-040,,R-01,MUELLE-B,HARINA,ROTTERDAM,2022-08-30,0:09,2022-09-01,7:50,5955.02,13.7,10,RECHAZADO
MOV-00676,B-031,YANG-ESTE,R-06,MUELLE-A,GRANOS,BUENOS AIRES,2020-01-26,0:51,2020-01-28,11:09 AM,5044.85,14.7,15,RECHAZADO
MOV-00677,B-017,MSC-ALPHA,R-05,MUELLE-F,CONTENEDORES,BUENOS AIRES,2022-08-28,0:29,2022-08-29,06:04 PM,5556.49,13.2,10,RECHAZADO
MOV-00678,B-002,PIL-OESTE,R-05,MUELLE-C,MINERALES,HAMBURG,2021-01-09,13:41,2021-01-11,7:40,4817.61,12.5,15,PENDIENTE
MOV-00679,B-007,PIL-OESTE,R-02,MUELLE-C,SOJA,MONTEVIDEO,2021-08-07,23:38,2021-08-10,04:59 PM,-2424.96,11.2,15,RECHAZADO
MOV-00680,B-006,PIL-OESTE,R-02,MUELLE-E,GRANOS,HAMBURG,2022-06-14,9:02,2022-06-14,08:59 AM,3865.87,9.3,10,EN_REVISION
MOV-00681,B-003,ONE-PLATA,R-03,MUELLE-A,TRIGO,ROTTERDAM,2024-10-18,0:10,2024-10-18,10:34 AM,-4898.96,13.9,15,EN_REVISION
MOV-00682,B-038,MAERSK-LIMA,R-01,MUELLE-A,SOJA,BUENOS AIRES,2023-04-02,2:24,2023-04-03,2:38,6573.54,15.7,10,EN_REVISION
MOV-00683,B-036,MAERSK-PAMPAS,R-08,MUELLE-C,CONTENEDORES,SAO PAULO,2022-11-20,8:43,2022-11-21,1:33,7570.24,14.1,15,DESPACHADO
MOV-00684,B-002,ONE-PARANA,R-05,MUELLE-F,GRANOS,BUENOS AIRES,2022-04-25,13:01,2022-04-28,17:22,5586.76,16.9,12,EN_REVISION
MOV-00685,B-006,ONE-PLATA,R-03,MUELLE-B,TRIGO,HAMBURG,2020-10-15,1:33,2020-10-17,21:57,5668.77,,12,EN_REVISION
MOV-00686,B-036,CMA-ROSARIO,R-06,muelle  a!!,SOJA,ROTTERDAM,2021-12-09,18:01,2021-12-11,04:26 AM,3540.92,,12,DESPACHADO
MOV-00687,B-009,PIL-OESTE,R-07,MUELLE-A,ACEITE,BUENOS AIRES,2024-01-04,11:00,2024-01-07,08:50 AM,7556.35,13.2,15,PENDIENTE
MOV-00688,B-025,MSC-GENOVA,R-02,MUELLE-E,SOJA,SHANGHAI,2024-06-23,20:13,2024-06-25,05:20 AM,6410.0,12.2,15,PENDIENTE
MOV-00689,B-027,COSCO-TIGRE,R-06,MUELLE-F,CONTENEDORES,MONTEVIDEO,2024-12-05,14:56,2024-12-07,20:02,4921.91,13.2,15,PENDIENTE
MOV-00690,B-020,CMA-ROSARIO,R-03,MUELLE-B,ACEITE,VALPARAISO,2024-12-04,23:48,2024-12-07,1:26,4635.96,128.0,12,PENDIENTE
MOV-00691,B-040,HAPAG-SUR,R-04,MUELLE-E,SOJA,MONTEVIDEO,2021-04-23,9:14,2021-04-25,1:40,5013.72,,12,RECHAZADO
MOV-00692,B-012,COSCO-STAR,R-03,MUELLE-C,HARINA,SAO PAULO,2024-11-02,0:07,2024-11-04,05:40 PM,6679.2,14.4,10,EN_REVISION
MOV-00693,B-038,YANG-ESTE,R-01,MUELLE-A,SOJA,VALPARAISO,2024-07-23,3:15,2024-07-23,6:04,5762.62,11.2,12,DESPACHADO
MOV-00694,B-033,PIL-SANTA,R-02,MUELLE-E,HARINA,HAMBURG,2020-09-03,2:13,2020-09-05,07:08 AM,6818.8,7.0,15,EN_REVISION
MOV-00695,B-028,MSC-GENOVA,R-02,MUELLE-E,MINERALES,MONTEVIDEO,2023-07-21,12:16,2023-07-24,21:07,129826.89,9.2,15,PENDIENTE
MOV-00696,B-033,EVER-GLORY,R-01,MUELLE-B,HARINA,VALPARAISO,32/13/2021,5:52,2021-01-17,01:28 PM,5193.5,10.5,12,PENDIENTE
MOV-00697,B-024,CMA-ROSARIO,R-02,MUELLE-C,GRANOS,BUENOS AIRES,2020-05-28,0:30,2020-05-28,19:29,6762.82,8.6,12,RECHAZADO
MOV-00698,B-015,,R-01,MUELLE-C,SOJA,ROTTERDAM,2020-04-05,4:06,2020-04-07,05:01 PM,5409.92,9.6,10,
MOV-00699,B-008,PIL-SANTA,R-08,MUELLE-D,HARINA,MONTEVIDEO,2024-10-18,3:20,2024-10-20,08:20 PM,2819.93,11.8,12,RECHAZADO
MOV-00700,B-003,yang este!!,R-08,MUELLE-B,TRIGO,ROTTERDAM,2024-04-02,23:53,2024-04-05,06:49 AM,6202.11,16.3,12,DESPACHADO
MOV-00701,B-031,EVER-GLORY,R-04,MUELLE-A,MINERALES,SHANGHAI,2024-12-24,14:18,2024-12-25,02:17 PM,6461.58,11.5,10,EN_REVISION
MOV-00702,B-027,MAERSK-PAMPAS,R-05,MUELLE-B,GRANOS,HAMBURG,2024-10-26,22:13,2024-10-28,96:34:00,4727.47,10.5,10,RECHAZADO
MOV-00703,B-026,PIL-OESTE,R-04,MUELLE-B,GRANOS,SHANGHAI,2024-06-02,0:43,2024-06-04,11:54 PM,5159.54,9.7,12,EN_REVISION
MOV-00704,B-039,CMA-LITORAL,R-08,MUELLE-F,ACEITE,SHANGHAI,2023-12-13,0:15,2023-12-15,10:14,6268.7,16.9,15,EN_REVISION
MOV-00705,B-028,YANG-ESTE,R-02,MUELLE-D,SOJA,ROTTERDAM,2024-12-13,17:23,2024-12-14,12:53 PM,,12.9,15,PENDIENTE
MOV-00706,B-036,MSC-GENOVA,R-02,MUELLE-C,MAIZ,ROTTERDAM,2023-01-23,0:55,2023-01-23,16:03,4518.42,12.0,12,EN_REVISION
MOV-00707,B-018,COSCO-TIGRE,R-04,MUELLE-A,MINERALES,MONTEVIDEO,32/13/2021,0:34,2023-02-12,16:33,5259.48,8.9,10,EN_REVISION
MOV-00708,B-012,,R-02,MUELLE-B,SOJA,ROTTERDAM,2024-07-31,13:03,2024-08-01,6:42,4783.05,12.8,15,PENDIENTE
MOV-00709,B-028,YANG-MING,R-01,MUELLE-D,MINERALES,SHANGHAI,2023-01-22,0:42,2023-01-22,21:39 XM,5143.23,11.5,10,RECHAZADO
MOV-00710,B-013,ZIM-DELTA,R-04,MUELLE-B,GRANOS,MONTEVIDEO,2023-08-28,10:22,2023-08-28,02:24 AM,4783.57,12.7,12,PENDIENTE
MOV-00711,B-011,YANG-MING,R-04,MUELLE-D,MAIZ,ROTTERDAM,2023-03-01,23:47,2023-03-04,10:47 PM,6488.49,12.2,12,PENDIENTE
MOV-00712,B-032,COSCO-TIGRE,R-04,MUELLE-A,MINERALES,HAMBURG,2020-01-31,12:11,2020-02-02,3:57,4176.01,10.7,10,EN_REVISION
MOV-00713,B-033,COSCO-TIGRE,R-05,MUELLE-D,SOJA,MONTEVIDEO,2024-07-14,7:01,2024-07-14,11:49 PM,5975.63,10.0,12,DESPACHADO
MOV-00714,B-038,MAERSK-LIMA,R-05,MUELLE-B,GRANOS,HAMBURG,2021-06-18,14:38,2021-06-19,1:13,6158.15,10.3,10,RECHAZADO
MOV-00715,B-032,EVER-GLORY,R-07,MUELLE-D,CONTENEDORES,SAO PAULO,2023-04-22,17:27,2023-04-24,15:46,6478.05,8.6,15,PENDIENTE
MOV-00716,B-021,MAERSK-PAMPAS,R-08,MUELLE-B,CONTENEDORES,MONTEVIDEO,2020-09-13,21:37,2020-09-14,sin dato,4938.69,92.8,12,DESPACHADO
MOV-00717,B-020,CMA-LITORAL,R-03,MUELLE-E,CONTENEDORES,SAO PAULO,2024-10-09,5:50,2024-10-10,11:50 AM,6266.89,9.1,10,EN_REVISION
MOV-00718,B-038,,R-07,MUELLE-B,MAIZ,BUENOS AIRES,2024-01-08,7:39,2024-01-08,17:52,5890.46,8.3,10,RECHAZADO
MOV-00719,B-030,HAPAG-SUR,R-01,MUELLE-C,CONTENEDORES,VALPARAISO,2024-08-28,AB:CD,2024-08-30,____,6399.0,14.9,12,RECHAZADO
MOV-00720,B-013,MAERSK-PAMPAS,R-02,MUELLE-A,HARINA,VALPARAISO,2024-01-05,3:24,2024-01-07,11:02 PM,5988.46,11.4,10,DESPACHADO
MOV-00721,B-003,PIL-SANTA,R-07,MUELLE-A,MINERALES,SHANGHAI,2020-06-26,15:39,2020-06-27,10:11,6227.19,14.2,10,EN_REVISION
MOV-00722,B-001,hapag rio!!,R-06,MUELLE-C,ACEITE,SAO PAULO,2023-03-08,1:17,2023-03-10,08:53 AM,5355.9,10.6,15,RECHAZADO
MOV-00723,B-021,PIL-OESTE,R-01,MUELLE-A,TRIGO,HAMBURG,2022-09-27,20:40,2022-09-30,09:41 AM,4905.74,15.2,12,DESPACHADO
MOV-00724,B-025,ZIM-DELTA,R-07,muelle  e!!,SOJA,SHANGHAI,2024-07-30,16:47,2024-07-31,8:43 PM,,11.1,12,EN_REVISION
MOV-00725,B-022,EVER-GLORY,R-04,MUELLE-F,TRIGO,HAMBURG,2021-03-08,0:25,10-03-2021,08:22 AM,6382.54,10.0,10,EN_REVISION
MOV-00726,B-033,CMA-LITORAL,R-07,MUELLE-C,TRIGO,SHANGHAI,2022-04-29,6:19,2022-04-30,12:22 AM,3479.83,15.3,15,DESPACHADO
MOV-00727,B-036,MAERSK-PAMPAS,R-02,MUELLE-E,CONTENEDORES,HAMBURG,2024-04-10,2:25,00/00/0000,10:37 PM,4319.91,13.1,10,DESPACHADO
MOV-00728,B-014,ZIM-DELTA,R-08,MUELLE-A,MINERALES,SANTA FE,2020-12-17,12:37,2020-12-19,13:12,5452.16,9.7,12,RECHAZADO
MOV-00729,B-029,MSC-GENOVA,R-07,MUELLE-E,MAIZ,BUENOS AIRES,2022-01-23,8:38,2022-01-26,13:34,5546.04,9.1,10,EN_REVISION
MOV-00730,B-001,COSCO-TIGRE,R-07,muelle  f!!,HARINA,SAO PAULO,2024-11-03,1:06,2024-11-05,0:49,4040.34,15.6,15,DESPACHADO
MOV-00731,B-004,@#$%,R-01,MUELLE-E,GRANOS,BUENOS AIRES,2023-05-15,13:35,2023-05-16,21:41,5369.29,13.4,10,RECHAZADO
MOV-00732,B-035,MSC-GENOVA,R-07,MUELLE-E,SOJA,ROTTERDAM,2020-09-28,0:35,2020-09-28,19:23,5642.44,15.0,12,DESPACHADO
MOV-00733,B-034,@#$%,R-01,MUELLE-A,MAIZ,SANTA FE,2021-09-02,5:42,2021-09-04,02:58 AM,6028.18,5.6,10,EN_REVISION
MOV-00734,B-009,yang ming!!,R-04,MUELLE-D,ACEITE,MONTEVIDEO,2024-04-13,13:16,2024-04-16,4:13,6084.56,12.7,15,EN_REVISION
MOV-00735,B-032,ZIM-DELTA,R-06,MUELLE-C,CONTENEDORES,ROTTERDAM,2022-05-26,1:24,2022-05-28,13:17,8053.38,12.0,10,PENDIENTE
MOV-00736,B-012,HAPAG-RIO,R-07,MUELLE-E,MAIZ,SANTA FE,2023-03-11,18:26,2023-03-12,03:32 PM,4595.89,12.6,12,RECHAZADO
MOV-00737,B-030,HAPAG-SUR,R-08,MUELLE-E,MAIZ,SHANGHAI,2022-12-11,5:03,2022-12-14,23:38,,12.1,12,RECHAZADO
MOV-00738,B-030,COSCO-TIGRE,R-03,MUELLE-E,SOJA,VALPARAISO,2023-03-01,2:13,2023-03-02,17:40,6462.35,7.2,15,PENDIENTE
MOV-00739,B-001,MSC-ALPHA,R-03,MUELLE-A,MAIZ,SAO PAULO,2022-05-23,13:38,2022-05-24,6:53,5147.76,11.3,12,EN_REVISION
MOV-00740,B-016,MSC-GENOVA,R-08,MUELLE-E,CONTENEDORES,ROTTERDAM,32/13/2021,4:48,2022-09-11,19:41,6173.38,,12,DESPACHADO
MOV-00741,B-005,HAPAG-SUR,R-06,MUELLE-A,TRIGO,ROTTERDAM,2020-04-02,4:44,2020-04-04,9:15,5096.64,6.9,10,DESPACHADO
MOV-00742,B-032,MAERSK-PAMPAS,R-01,MUELLE-D,CONTENEDORES,MONTEVIDEO,2023-11-17,15:26,2023-11-19,,4823.77,13.0,10,PENDIENTE
MOV-00743,B-017,EVER-GLORY,R-02,MUELLE-E,ACEITE,SANTA FE,2024-02-17,3:20,2024-02-19,10:16,3876.26,,15,EN_REVISION
MOV-00744,B-018,MSC-GENOVA,R-04,MUELLE-E,MAIZ,MONTEVIDEO,2023-04-20,12:25,21-04-2023,5:25,5088.71,133.4,10,DESPACHADO
MOV-00745,B-025,YANG-MING,R-07,MUELLE-F,TRIGO,SAO PAULO,2020-04-23,6:38,2020-04-25,22:15,4314.73,,10,PENDIENTE
MOV-00746,B-006,ZIM-NORTE,,MUELLE-B,SOJA,BUENOS AIRES,2022-02-14,3:06,2022-02-16,8:02 PM,3888.78,6.0,12,PENDIENTE
MOV-00747,B-001,HAPAG-SUR,R-08,MUELLE-C,ACEITE,VALPARAISO,2024-11-03,17:43,2024-11-04,23:09,3156.75,12.6,10,EN_REVISION
MOV-00748,B-037,COSCO-TIGRE,R-01,MUELLE-C,TRIGO,SANTA FE,2021-09-08,0:08,2021-09-10,23:01,,,15,PENDIENTE
MOV-00749,B-028,PIL-SANTA,R-01,MUELLE-E,SOJA,SANTA FE,2020-04-30,23:15,2020-05-01,10:15 PM,3624.76,9.9,10,PENDIENTE
MOV-00750,B-028,EVER-GLORY,R-03,muelle  d!!,ACEITE,HAMBURG,2023-07-14,18:08,2023-07-15,3:19,4511.32,10.0,12,EN_REVISION
MOV-00751,B-022,COSCO-TIGRE,,MUELLE-B,MAIZ,SHANGHAI,06/10/2021,22:26,2021-10-09,9:06,6186.97,14.9,10,PENDIENTE
MOV-00752,B-005,EVERGREEN-02,R-06,MUELLE-A,SOJA,SHANGHAI,2023-10-23,23:40,2023-10-24,13:50,4810.76,11.0,10,PENDIENTE
MOV-00753,B-014,MAERSK-LIMA,R-06,MUELLE-F,MINERALES,SANTA FE,2020-06-12,20:59,2020-06-15,17:40,4894.94,10.5,15,EN_REVISION
MOV-00754,B-001,EVERGREEN-02,R-08,MUELLE-A,MAIZ,SAO PAULO,2023-01-15,8:15,2023-01-15,9:36,6241.16,7.6,10,RECHAZADO
MOV-00755,B-012,ZIM-NORTE,R-03,MUELLE-C,TRIGO,MONTEVIDEO,2022-02-09,19:55,2022-02-10,20:03,7340.55,,12,RECHAZADO
MOV-00756,B-012,ONE-PLATA,R-05,MUELLE-C,MAIZ,SAO PAULO,2022-12-11,4:56,2022-12-11,12:01,4541.06,12.0,15,
MOV-00757,B-026,YANG-MING,R-04,MUELLE-B,MAIZ,MONTEVIDEO,2020-09-19,15:28,2020-09-22,15:53,6925.5,11.8,10,RECHAZADO
MOV-00758,B-021,HAPAG-RIO,R-05,MUELLE-B,HARINA,BUENOS AIRES,2024-01-30,1:08,2024-02-01,14:22,3649.6,7.9,12,DESPACHADO
MOV-00759,B-023,COSCO-TIGRE,R-05,MUELLE-D,SOJA,VALPARAISO,2023-04-15,6:06,2023-04-18,17:23,4825.31,,15,RECHAZADO
MOV-00760,B-001,YANG-MING,R-04,MUELLE-B,CONTENEDORES,ROTTERDAM,2023-04-24,8:57,2023-04-26,16:33,5133.38,,10,EN_REVISION
MOV-00761,B-011,CMA-ROSARIO,R-04,MUELLE-E,HARINA,HAMBURG,2020-11-26,10:25,2020-11-29,5:06,6176.84,17.6,15,EN_REVISION
MOV-00762,B-005,ONE-PARANA,R-05,MUELLE-E,ACEITE,ROTTERDAM,2023-01-03,8:25,2023-01-03,05:52 AM,1722.52,13.7,15,EN_REVISION
MOV-00763,B-037,CMA-ROSARIO,R-07,MUELLE-A,CONTENEDORES,ROTTERDAM,2021-10-14,23:28,2021-10-17,04:06 PM,6248.58,,12,PENDIENTE
MOV-00764,B-027,ONE-PLATA,R-03,MUELLE-C,GRANOS,SHANGHAI,2020-08-06,4:11,2020-08-07,5:22 PM,,13.4,12,DESPACHADO
MOV-00765,B-005,CMA-LITORAL,R-01,MUELLE-B,CONTENEDORES,SAO PAULO,2020-11-11,6:32,2020-11-13,04:40 PM,5744.5,10.3,12,DESPACHADO
MOV-00766,B-039,HAPAG-SUR,R-08,MUELLE-B,HARINA,SHANGHAI,08/03/2022,19:17,2022-03-11,12:31 AM,4456.49,11.5,12,
MOV-00767,B-022,PIL-OESTE,R-01,MUELLE-B,CONTENEDORES,SANTA FE,2023-08-25,1:51,2023-08-26,9:35 PM,4813.47,9.8,10,PENDIENTE
MOV-00768,B-024,YANG-ESTE,R-06,MUELLE-A,HARINA,BUENOS AIRES,06/12/2022,23:10,2022-12-08,____,4709.0,2.5,15,RECHAZADO
MOV-00769,B-024,ZIM-NORTE,R-07,MUELLE-F,HARINA,MONTEVIDEO,32/13/2021,3:54,2021-03-07,09:3,3796.45,13.7,15,RECHAZADO
MOV-00770,B-024,MSC-ALPHA,R-05,muelle  d!!,GRANOS,ROTTERDAM,2021-03-26,20:30,2021-03-27,3:33,5120.67,15.3,10,PENDIENTE
MOV-00771,B-036,PIL-SANTA,R-08,MUELLE-D,ACEITE,VALPARAISO,2021-10-04,10:12,2021-10-07,,4091.32,9.7,12,DESPACHADO
MOV-00772,B-025,@#$%,R-07,MUELLE-E,TRIGO,VALPARAISO,2020-02-04,21:30,2020-02-07,05:55 AM,3758.46,13.9,10,RECHAZADO
MOV-00773,B-007,ONE-PLATA,R-03,MUELLE-A,MINERALES,SANTA FE,2020-03-16,3:03,2020-03-18,10:37 AM,3453.11,15.3,15,RECHAZADO
MOV-00774,B-027,HAPAG-SUR,R-06,MUELLE-D,CONTENEDORES,SAO PAULO,2024-06-27,15:28,2024-06-29,20:00,4031.66,15.9,10,PENDIENTE
MOV-00775,B-015,ONE-PLATA,R-05,MUELLE-F,HARINA,VALPARAISO,2021-03-04,3:04,2021-03-05,14:14,3725.69,19.9,15,DESPACHADO
MOV-00776,B-039,COSCO-STAR,R-01,MUELLE-E,MINERALES,HAMBURG,2021-04-20,20:19,2021-04-22,12:17 AM,2627.11,10.6,10,RECHAZADO
MOV-00777,B-014,HAPAG-SUR,R-04,MUELLE-A,ACEITE,HAMBURG,2023-12-11,21:09,2023-12-14,20:59,2438.56,13.9,15,EN_REVISION
MOV-00778,B-024,,R-06,MUELLE-F,HARINA,SAO PAULO,2021-02-28,9:18,2021-03-02,9:9,5077.08,11.4,12,
MOV-00779,B-011,HAPAG-RIO,R-02,MUELLE-E,SOJA,ROTTERDAM,2021-04-11,9:53,2021-04-13,2:26,3248.21,6.3,10,DESPACHADO
MOV-00780,B-013,msc genova!!,R-03,MUELLE-D,ACEITE,SANTA FE,2024-12-29,6:26,2024-12-31,7:44,4794.18,10.1,15,RECHAZADO
MOV-00781,B-015,PIL-SANTA,R-01,muelle  a!!,TRIGO,HAMBURG,2022-01-03,19:47,2022-01-04,2:49,2615.57,9.9,12,RECHAZADO
MOV-00782,B-009,COSCO-TIGRE,R-01,MUELLE-A,CONTENEDORES,SAO PAULO,2023-03-08,18:50,2023-03-10,1:4 PM,5011.85,,10,RECHAZADO
